"usuario.puntuacion","puntuacion.calidad_construccion","marca","GPS.notes","puntuacion.visor","fecha_lanzamiento","caracteristicas.resolucion","puntuacion.general","caracteristicas.velocidad_obturador","modelo","puntuacion.modo_video","puntuacion.puntuacion_calidad_raw","caracteristicas.peso","puntuacion.precision","tipo_sensor","puntuacion.calidad_jpg","precio","GPS","puntuacion.caracteristicas","puntuacion.ergonomia_manejo","puntuacion.pro_review","puntuacion.luz_baja_alto_ISO","tipo_cuerpo","caracteristicas.volumen"
NA,83.2142857142857,"Fujifilm",NA,57.1428571428571,"2015","4608 x 3456",61.7857142857143,"1/2000 sec","Fujifilm XP80",37.5,62.6785714285714,179,53.5714285714286,"CMOS",63.9646464646465,229,"None",69.3452380952381,76.7857142857143,76,63.474025974026,"Compact",181168
NA,71.4285714285714,"Fujifilm",NA,72.5961538461539,"2015","4608 x 3456",71.4285714285714,"1/1700 sec","Fujifilm FinePix S9800",50,57.1428571428571,670,67.7672327672328,"CMOS",42.8571428571429,329,"None",71.4285714285714,71.4285714285714,71,42.8571428571429,"SLR-like (bridge)",1241316
60,71.4285714285714,"Fujifilm",NA,72.5961538461539,"2015","4608 x 3456",71.4285714285714,"1/1700 sec","Fujifilm FinePix S9900W",50,57.1428571428571,670,67.7672327672328,"CMOS",42.8571428571429,349,"None",71.4285714285714,71.4285714285714,71,42.8571428571429,"SLR-like (bridge)",1241316
NA,71.924033677765,"Nikon",NA,82.5814275814276,"2015","5152 x 3864",62.6905308621727,"1/2000 sec","Nikon Coolpix L32",64.9342572850036,70.7673992673993,164,72.3841698841699,"CMOS",64.7019524491539,119,"None",74.6842026133071,74.7501503471653,79.1653272101033,66.4510489510489,"Ultracompact",165300
NA,71.924033677765,"Nikon",NA,82.5814275814276,"2015","5152 x 3864",62.6905308621727,"1/1500 sec","Nikon Coolpix S3700",64.9342572850036,70.7673992673993,118,72.3841698841699,"CCD",64.7019524491539,139,"None",74.6842026133071,74.7501503471653,79.1653272101033,66.4510489510489,"Ultracompact",111360
90,71.4285714285714,"Nikon",NA,61.4285714285714,"2015","6000 x 4000",71.4285714285714,"1/4000 sec","Nikon D5500",71.4285714285714,81.4285714285714,420,69.2857142857143,"CMOS",78.5714285714286,899,"None",69.0476190476191,75.7142857142857,79,68.961038961039,"Compact SLR",841960
NA,71.4285714285714,"Panasonic","with GLONASS",71.4285714285714,"2015","4608 x 3456",71.4285714285714,"1/1300 sec","Panasonic Lumix DMC-TS6 (Lumix DMC-FT6)",82.8571428571429,70.7142857142857,214,72.8571428571429,"CMOS",64.0692640692641,299,"Built-in",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",213730
100,71.4285714285714,"Panasonic",NA,71.4285714285714,"2015","4608 x 3456",71.4285714285714,"1/1300 sec","Panasonic Lumix DMC-TS30 (Lumix DMC-FT30)",82.8571428571429,70.7142857142857,142,72.8571428571429,"CCD",64.0692640692641,179,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",120640
NA,71.4285714285714,"Panasonic",NA,71.4285714285714,"2015","4608 x 3456",71.4285714285714,"1/2000 sec","Panasonic Lumix DMC-SZ10",82.8571428571429,70.7142857142857,177,72.8571428571429,"CCD",64.0692640692641,199,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",178200
NA,71.4285714285714,"Panasonic",NA,71.4285714285714,"2015","4608 x 3456",71.4285714285714,"1/2000 sec","Panasonic Lumix DMC-ZS45 (Lumix DMC-TZ57)",82.8571428571429,70.7142857142857,249,72.8571428571429,"CMOS",64.0692640692641,299,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",207360
70,71.4285714285714,"Panasonic",NA,71.4285714285714,"2015","4000 x 3000",71.4285714285714,"1/2000 sec","Panasonic Lumix DMC-ZS50 (Lumix DMC-TZ70)",82.8571428571429,70.7142857142857,243,72.8571428571429,"CMOS",64.0692640692641,399,"None",85.7142857142857,71.4285714285714,81,67.5324675324675,"Compact",245310
NA,60.7142857142857,"Canon",NA,76.6235827664399,"2015","4608 x 3456",59.2857142857143,"1/2000 sec","Canon PowerShot SX530 HS",66.4285714285714,65.7142857142857,442,71.9242630385488,"CMOS",60.7142857142857,429,"None",71.4285714285714,64.2857142857143,73.5,57.1428571428571,"SLR-like (bridge)",905280
72.5,76.0714285714286,"Canon",NA,73.4285714285714,"2015","5184 x 3888",63.9285714285714,"1/3200 sec","Canon PowerShot SX710 HS",61.7857142857143,67.0285714285714,269,72.1428571428571,"CMOS",63.9338699494949,349,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",261030
100,76.0714285714286,"Canon",NA,73.4285714285714,"2015","5184 x 3888",63.9285714285714,"1/2000 sec","Canon PowerShot SX610 HS",61.7857142857143,67.0285714285714,191,72.1428571428571,"CMOS",63.9338699494949,249,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",172935
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2015","5152 x 3864",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 170 IS (IXUS 170)",61.4919604205318,73.2423933209648,141,71.9242630385488,"CCD",66.6059516456567,149,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",133400
70,73.6931560502989,"Canon",NA,76.6235827664399,"2015","5152 x 3864",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 160 (IXUS 160)",61.4919604205318,73.2423933209648,127,71.9242630385488,"CCD",66.6059516456567,119,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",112860
92.2778,71.4285714285714,"Sony",NA,85.7142857142857,"2014","6000 x 4000",78.5714285714286,"1/8000 sec","Sony a7 II",71.4285714285714,80,599,70,"CMOS",58.5714285714286,1699,"None",88.0952380952381,61.4285714285714,82,62.8571428571429,"SLR-style mirrorless",731520
NA,71.4285714285714,"Ricoh",NA,71.4285714285714,"2014","4608 x 3456",64.2857142857143,"1/4000 sec","Ricoh WG-30W",57.1428571428571,80.6428571428571,194,68.9285714285714,"CMOS",64.2857142857143,299,"None",64.2857142857143,64.2857142857143,73,64.2857142857143,"Compact",228780
NA,89.2857142857143,"Leica",NA,87.8571428571429,"2014","4928 x 3264",39.2857142857143,"1/2000 sec","Leica X (Typ 113)",32.1428571428571,83.7142857142857,486,76.7857142857143,"CMOS",69.5526695526696,2,"None",66.6666666666667,71.4285714285714,82,67.0779220779221,"Large sensor compact",757302
78.7756,64.2857142857143,"Canon",NA,76.6235827664399,"2014","4608 x 3072",54.2857142857143,"1/2000 sec","Canon PowerShot SX60 HS",75.7142857142857,57.1428571428571,650,71.9242630385488,"CMOS",71.4285714285714,549,"None",71.4285714285714,71.4285714285714,75,57.1428571428571,"SLR-like (bridge)",1357056
89.293,89.2857142857143,"Leica",NA,87.8571428571429,"2014","4112 x 3088",39.2857142857143,"1/4000 sec","Leica D-Lux (Typ 109)",32.1428571428571,83.7142857142857,405,76.7857142857143,"CMOS",69.5526695526696,1195,"None",66.6666666666667,71.4285714285714,82,67.0779220779221,"Large sensor compact",428340
91.0544,71.4285714285714,"Panasonic",NA,68.5714285714286,"2014","4592 x 3448",50,"1/500 sec","Panasonic Lumix DMC-GM5",64.2857142857143,74.1428571428571,211,71.4285714285714,"CMOS",63.1313131313131,899,"None",69.0476190476191,64.2857142857143,77,68.1818181818182,"Rangefinder-style mirrorless",213840
84.021,90,"Canon",NA,78.5714285714286,"2014","5472 x 3648",78.5714285714286,"1/8000 sec","Canon EOS 7D Mark II",57.1428571428571,78.2857142857143,910,64.2857142857143,"CMOS",66.9552669552669,1799,"Built-in",79.5238095238095,85.7142857142857,84,71.4285714285714,"Mid-size SLR",1301664
88.4636,75.7142857142857,"Canon",NA,78.5714285714286,"2014","5472 x 3648",57.1428571428571,"1/2000 sec","Canon PowerShot G7 X",57.1428571428571,70.2857142857143,304,67.8571428571429,"CMOS",68.3261183261183,699,"None",61.9047619047619,71.4285714285714,77,76.1038961038961,"Compact",247200
80.6112,85.7142857142857,"Panasonic",NA,78.5714285714286,"2014","4112 x 3088",57.1428571428571,"1/4000 sec","Panasonic Lumix DMC-LX100",85.7142857142857,69.8571428571429,393,75,"CMOS",66.5945165945166,899,"None",88.0952380952381,88.5714285714286,85,69.6103896103896,"Large sensor compact",417450
92.7604,85.7142857142857,"Samsung",NA,85.7142857142857,"2014","6480 x 4320",85.7142857142857,"1/8000 sec","Samsung NX1",95.7142857142857,85.5714285714286,550,77.1428571428571,"CMOS",63.7085137085137,1499,"None",85.7142857142857,85.7142857142857,87,60,"SLR-style mirrorless",935748
80.8334,89.8701298701299,"Leica",NA,88.7012987012987,"2014","5472 x 3648",38.3116883116883,"1/4000 sec","Leica V-Lux (Typ 114)",35.7142857142857,83.7662337662338,830,76.9480519480519,"CMOS",69.2968647514102,1350,"None",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"SLR-like (bridge)",1776753
92.212,78.5714285714286,"Nikon","GP-1/GP-1A",92.8571428571429,"2014","6016 x 4016",78.5714285714286,"1/4000 sec","Nikon D750",57.1428571428571,90,750,75,"CMOS",73.4487734487735,2299,"Optional",80.9523809523809,78.5714285714286,90,87.6623376623377,"Mid-size SLR",1242774
60,71.4285714285714,"Ricoh",NA,71.4285714285714,"2014","4320 x 3240",64.2857142857143,NA,"Ricoh WG-M1",57.1428571428571,80.6428571428571,190,68.9285714285714,"CMOS",64.2857142857143,299,"None",64.2857142857143,64.2857142857143,73,64.2857142857143,"Compact",252582
91.1888,82.8571428571429,"Fujifilm",NA,97.1428571428571,"2014","4896 x 3264",71.4285714285714,"1/4000 sec","Fujifilm X100T",28.5714285714286,73.5714285714286,440,66.4285714285714,"CMOS",72.9437229437229,1299,"None",73.8095238095238,82.8571428571429,81,73.3766233766234,"Large sensor compact",488696
NA,76.4285714285714,"Sony",NA,82.4489795918367,"2014","5184 x 3888",54.4642857142857,"1/1600 sec","Sony Cyber-shot DSC-QX30",86.25,70.7959183673469,193,78.7755102040816,"CMOS",64.8809523809524,350,"None",87.0238095238095,68.75,81.875,69.1720779220779,"Compact",256360
80,76.4285714285714,"Sony",NA,82.4489795918367,"2014","5456 x 3632",54.4642857142857,"1/4000 sec","Sony Alpha QX1",86.25,70.7959183673469,216,78.7755102040816,"CMOS",64.8809523809524,400,"None",87.0238095238095,68.75,81.875,69.1720779220779,"Compact",274540
87.3334,74.2857142857143,"Olympus",NA,70.4761904761905,"2014","4608 x 3456",59.5238095238095,"1/4000 sec","Olympus PEN E-PL7",58.5714285714286,75,357,72.6190476190476,"CMOS",67.0514670514671,599,"None",75.5555555555556,71.4285714285714,79,66.7099567099567,"Rangefinder-style mirrorless",292790
90,82.4489795918367,"Pentax","O-GPS-1",84.2857142857143,"2014","5472 x 3648",74.6938775510204,"1/6000 sec","Pentax K-S1",38.7755102040816,81.9183673469388,558,67.9591836734694,"CMOS",65.2484023912595,749,"Optional",81.2925170068027,80.4081632653061,81.1428571428571,72.8200371057514,"Mid-size SLR",787710
91,85.7142857142857,"Fujifilm",NA,57.1428571428571,"2014","4000 x 3000",71.4285714285714,"1/4000 sec","Fujifilm X30",57.1428571428571,57.1428571428571,423,53.5714285714286,"CMOS",42.8571428571429,599,"None",71.4285714285714,85.7142857142857,76,42.8571428571429,"Compact",514080
80,89.8701298701299,"Leica",NA,88.7012987012987,"2014","5952 x 3976",38.3116883116883,"1/4000 sec","Leica M-P (Typ 240)",35.7142857142857,83.7662337662338,680,76.9480519480519,"CMOS",69.2968647514102,6995,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",467040
90.7692,74.1269841269841,"Sony",NA,72.8571428571429,"2014","6000 x 4000",74.6031746031746,"1/4000 sec","Sony a5100",78.4126984126984,83.7460317460317,283,77.8571428571429,"CMOS",75.5988455988456,549,"None",76.984126984127,58.7301587301587,82,79.5093795093795,"Rangefinder-style mirrorless",249480
NA,71.4285714285714,"Pentax",NA,50,"2014","4000 x 3000",42.8571428571429,"1/8000 sec","Pentax Q-S1",42.8571428571429,60,203,57.1428571428571,"CMOS",53.8961038961039,499,"None",69.0476190476191,57.1428571428571,70,49.3506493506493,"Rangefinder-style mirrorless",207060
93.3334,76.0714285714286,"Canon",NA,73.4285714285714,"2014","4608 x 3456",63.9285714285714,"1/2000 sec","Canon PowerShot SX520 HS",61.7857142857143,67.0285714285714,441,72.1428571428571,"CMOS",63.9338699494949,399,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",905280
NA,76.0714285714286,"Canon",NA,73.4285714285714,"2014","4608 x 3456",63.9285714285714,"1/1600 sec","Canon PowerShot SX400 IS",61.7857142857143,67.0285714285714,313,72.1428571428571,"CCD",63.9338699494949,249,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",574080
96.2502,85.7142857142857,"Nikon","via GP-1 or GP-1A",85.7142857142857,"2014","7360 x 4912",78.5714285714286,"1/8000 sec","Nikon D810",50,89.7142857142857,980,78.5714285714286,"CMOS",75.5411255411255,3299,"Optional",73.8095238095238,85.7142857142857,86,81.038961038961,"Mid-size SLR",1472556
86.508,67.1428571428571,"Panasonic",NA,78.5714285714286,"2014","5472 x 3648",57.1428571428571,"1/4000 sec","Panasonic Lumix DMC-FZ1000",90,73.7142857142857,831,75,"CMOS",66.9408369408369,899,"None",76.1904761904762,78.5714285714286,82,72.3376623376623,"SLR-like (bridge)",1776753
79.0248,78.5714285714286,"Sony",NA,78.5714285714286,"2014","5472 x 3648",57.1428571428571,"1/2000 sec","Sony Cyber-shot DSC-RX100 III",85.7142857142857,69.2857142857143,290,75,"CMOS",65.7287157287157,799,"None",83.3333333333333,71.4285714285714,82,70.7792207792208,"Compact",242556
70,60.7142857142857,"Samsung",NA,64.2857142857143,"2014","5472 x 3648",67.8571428571429,"1/4000 sec","Samsung NX3000",69.2857142857143,76.0714285714286,NA,66.7857142857143,"CMOS",67.3160173160173,479,"None",72.6190476190476,59.2857142857143,77.5,70.7792207792208,"Rangefinder-style mirrorless",301158
98.6616,78.5714285714286,"Sony",NA,78.5714285714286,"2014","6000 x 4000",78.5714285714286,"1/8000 sec","Sony SLT-A77 II",78.5714285714286,77.8571428571429,647,65.7142857142857,"CMOS",64.7186147186147,1199,"None",71.4285714285714,78.5714285714286,80,48.0519480519481,"Mid-size SLR",1204632
66.6666,89.8701298701299,"Leica","Built into optional EVF",88.7012987012987,"2014","4944 x 3278",38.3116883116883,"1/4000 sec","Leica T (Typ 701)",35.7142857142857,83.7662337662338,384,76.9480519480519,"CMOS",69.2968647514102,1850,"Optional",67.7489177489177,71.4285714285714,82.1818181818182,67.1782762691853,"Rangefinder-style mirrorless",305118
NA,NA,"All Cameras",NA,NA,"2014","2450 x 1634",NA,"1/4000 sec","Lytro Illum 40 Megaray Light Field Camera",NA,NA,940,NA,"CMOS",NA,1599,"None",NA,NA,NA,NA,"SLR-style mirrorless",2070020
98.1818,79.0816326530612,"Pentax","via O-GPS1",75.3781512605042,"2014","8256 x 6192",69.8469387755102,"1/4000 sec","Pentax 645Z",42.9591836734694,75.8591836734694,1550,63.8415366146459,"CMOS",62.4544230571016,8499,"Optional",74.3962585034014,72.4897959183673,77.6714285714286,67.9294990723562,"Large SLR",2244996
NA,66.0714285714286,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",55.3571428571429,"1/4000 sec","Nikon Coolpix S810c",62.5,55.3571428571429,216,72.3841698841699,"CMOS",50.0744047619048,349,"Built-in",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",202496
88,68.5714285714286,"Sony",NA,85.7142857142857,"2014","4240 x 2832",78.5714285714286,"1/8000 sec","Sony a7S",95.7142857142857,78.5714285714286,489,64.2857142857143,"CMOS",57.1428571428571,2499,"None",85.7142857142857,54.2857142857143,86,92.8571428571429,"SLR-style mirrorless",573024
72.8572,71.4285714285714,"Olympus","with GLONASS, e-compass, landmarks",75.8234126984127,"2014","4608 x 3456",57.1428571428571,"1/2000 sec","Olympus Tough TG-3",57.1428571428571,75,247,71.7460317460317,"CMOS",57.1428571428571,349,"Built-in",71.4285714285714,64.2857142857143,75,57.1428571428571,"Compact",229152
57.5,79.5238095238095,"Olympus",NA,75.8234126984127,"2014","4608 x 3456",65.7142857142857,"1/2000 sec","Olympus Stylus SH-1",61.9047619047619,75,271,71.7460317460317,"CMOS",57.1428571428571,399,"None",76.1904761904762,64.2857142857143,76.6666666666667,57.1428571428571,"Compact",288414
80,57.1428571428571,"Samsung",NA,57.1428571428571,"2014","5472 x 3648",64.2857142857143,NA,"Samsung NX mini",57.1428571428571,71.4285714285714,196,64.2857142857143,"CMOS",64.2857142857143,449,"None",71.4285714285714,42.8571428571429,74,71.4285714285714,"Rangefinder-style mirrorless",156860
82.5,74.2857142857143,"Nikon",NA,68.5714285714286,"2014","5232 x 3488",28.5714285714286,NA,"Nikon 1 V3",57.1428571428571,65.1428571428571,381,72.8571428571429,"CMOS",61.8326118326118,1199,"None",76.1904761904762,71.4285714285714,76,45.4545454545455,"Rangefinder-style mirrorless",238095
99.423,97.1428571428571,"Nikon","via GP-1A",97.1428571428571,"2014","4928 x 3280",71.4285714285714,"1/8000 sec","Nikon D4S",64.2857142857143,78,1350,87.8571428571429,"CMOS",80.0865800865801,6499,"Optional",88.0952380952381,92.8571428571429,89,90.9090909090909,"Large SLR",2285920
70,76.4285714285714,"Sony",NA,82.4489795918367,"2014","5152 x 3864",54.4642857142857,"1/1500 sec","Sony Cyber-shot DSC-W800",86.25,70.7959183673469,125,78.7755102040816,"CCD",64.8809523809524,80,"None",87.0238095238095,68.75,81.875,69.1720779220779,"Compact",59400
71,71.4285714285714,"Sony",NA,73.5714285714286,"2014","5152 x 3864",40,"1/2000 sec","Sony Cyber-shot DSC-H400",87.1428571428571,75.5714285714286,628,74.1071428571429,"CCD",63.968253968254,320,"None",80.9523809523809,65.7142857142857,80.4,69.5064935064935,"SLR-like (bridge)",1506700
72.5,71.4285714285714,"Sony",NA,73.5714285714286,"2014","5152 x 3864",40,"1/1500 sec","Sony Cyber-shot DSC-H300",87.1428571428571,75.5714285714286,590,74.1071428571429,"CCD",63.968253968254,220,"None",80.9523809523809,65.7142857142857,80.4,69.5064935064935,"SLR-like (bridge)",1506700
80,64.2857142857143,"Sony",NA,80.7818270165209,"2014","4896 x 3672",42.8571428571429,"1/1600 sec","Sony Cyber-shot DSC-WX220",64.2857142857143,78.4691963365433,121,77.3856016432547,"CMOS",58.3333333333333,200,"None",64.2857142857143,50,70,64.2857142857143,"Ultracompact",105248
86.3502,57.1428571428571,"Sony",NA,78.5714285714286,"2014","6000 x 4000",78.5714285714286,"1/4000 sec","Sony a6000",78.5714285714286,80.7142857142857,344,71.4285714285714,"CMOS",67.8932178932179,799,"None",73.8095238095238,71.4285714285714,80,64.9350649350649,"Rangefinder-style mirrorless",361800
84.93,78.5714285714286,"Canon",NA,71.4285714285714,"2014","4160 x 3120",57.1428571428571,"1/4000 sec","Canon PowerShot G1 X Mark II",42.8571428571429,61.4285714285714,553,67.8571428571429,"CMOS",62.1212121212121,799,"None",61.9047619047619,75.7142857142857,77,68.1818181818182,"Large sensor compact",566544
76.6666,71.4285714285714,"Sony",NA,73.5714285714286,"2014","5184 x 3888",40,"1/4000 sec","Sony Cyber-shot DSC-HX400V",87.1428571428571,75.5714285714286,660,74.1071428571429,"CMOS",63.968253968254,499,"Built-in",80.9523809523809,65.7142857142857,80.4,69.5064935064935,"SLR-like (bridge)",1245270
89.3334,61.2698412698413,"Canon",NA,68.7301587301587,"2014","5184 x 3456",69.6825396825397,"1/4000 sec","Canon EOS 1200D (EOS Rebel T5 / EOS Kiss X70)",55.7142857142857,72,480,69.6825396825397,"CMOS",63.9409972743306,549,"None",62.6455026455026,77.9365079365079,77,60.9379509379509,"Compact SLR",1014000
65,76.0714285714286,"Canon",NA,73.4285714285714,"2014","4608 x 3456",63.9285714285714,"1/3200 sec","Canon PowerShot SX700 HS",61.7857142857143,67.0285714285714,269,72.1428571428571,"CMOS",63.9338699494949,349,"None",66.1904761904762,73.3928571428571,77,64.9512987012987,"Compact",261030
70,71.4285714285714,"Canon",NA,73.4285714285714,"2014","4000 x 3000",57.1428571428571,"1/1600 sec","Canon PowerShot D30",42.8571428571429,67.0285714285714,218,72.1428571428571,"CMOS",64.2857142857143,329,"Built-in",57.1428571428571,64.2857142857143,73,64.2857142857143,"Compact",207536
30,73.6931560502989,"Canon",NA,76.6235827664399,"2014","5152 x 3864",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 150 IS (IXUS 155)",61.4919604205318,73.2423933209648,142,71.9242630385488,"CCD",66.6059516456567,149,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",129960
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2014","4608 x 3456",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 140 IS (IXUS 150)",61.4919604205318,73.2423933209648,127,71.9242630385488,"CCD",66.6059516456567,129,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",112860
NA,73.6931560502989,"Canon",NA,76.6235827664399,"2014","4608 x 3456",66.1881055452484,"1/2000 sec","Canon PowerShot ELPH 135 (IXUS 145)",61.4919604205318,73.2423933209648,127,71.9242630385488,"CCD",66.6059516456567,119,"None",69.0219198790627,75.5563285920429,79.0134199134199,66.6787588313562,"Ultracompact",112860
72,57.1428571428571,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",78.5714285714286,"1/4000 sec","Nikon Coolpix AW120",64.2857142857143,55.3571428571429,213,72.3841698841699,"CMOS",42.8571428571429,349,"Built-in",64.2857142857143,57.1428571428571,73,57.1428571428571,"Compact",188760
56.6666,66.0714285714286,"Nikon",NA,82.5814275814276,"2014","4160 x 3120",55.3571428571429,"1/2000 sec","Nikon Coolpix S32",62.5,55.3571428571429,175,72.3841698841699,"CCD",50.0744047619048,129,"None",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",285120
90,57.1428571428571,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",54.7619047619048,"1/4000 sec","Nikon Coolpix P530",66.6666666666667,53.5714285714286,NA,72.3841698841699,"CMOS",59.3650793650794,449,"None",83.3333333333333,73.8095238095238,76.3333333333333,58.3333333333333,"SLR-like (bridge)",1012536
69.25,57.1428571428571,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",54.7619047619048,"1/4000 sec","Nikon Coolpix P600",66.6666666666667,53.5714285714286,565,72.3841698841699,"CMOS",59.3650793650794,499,"None",83.3333333333333,73.8095238095238,76.3333333333333,58.3333333333333,"SLR-like (bridge)",1136875
70,66.0714285714286,"Nikon",NA,82.5814275814276,"2014","4000 x 3000",55.3571428571429,"1/4000 sec","Nikon Coolpix P340",62.5,55.3571428571429,194,72.3841698841699,"CMOS",50.0744047619048,379,"None",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",191168
56,66.0714285714286,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",55.3571428571429,"1/2000 sec","Nikon Coolpix S9700",62.5,55.3571428571429,232,72.3841698841699,"CMOS",50.0744047619048,349,"Built-in",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",246400
NA,71.4285714285714,"Ricoh",NA,71.4285714285714,"2014","4608 x 3456",64.2857142857143,"1/4000 sec","Ricoh WG-4",57.1428571428571,80.6428571428571,230,68.9285714285714,"CMOS",64.2857142857143,329,"None",64.2857142857143,64.2857142857143,73,64.2857142857143,"Compact",261888
65,71.4285714285714,"Ricoh",NA,71.4285714285714,"2014","4608 x 3456",64.2857142857143,"1/4000 sec","Ricoh WG-4 GPS",57.1428571428571,80.6428571428571,235,68.9285714285714,"CMOS",64.2857142857143,379,"Built-in",64.2857142857143,64.2857142857143,73,64.2857142857143,"Compact",261888
10,71.4285714285714,"Ricoh",NA,71.4285714285714,"2014","4288 x 3216",64.2857142857143,"1/1500 sec","Ricoh WG-20",57.1428571428571,80.6428571428571,164,68.9285714285714,"CCD",64.2857142857143,199,"None",64.2857142857143,64.2857142857143,73,64.2857142857143,"Compact",185136
63.3334,79.9452654625068,"Olympus",NA,75.8234126984127,"2014","4608 x 3456",63.5030103995621,"1/1700 sec","Olympus Stylus SP-100",64.9425287356322,74.9698960043788,594,71.7460317460317,"CMOS",63.0724873253609,399,"None",78.6498814085021,71.5982484948002,79.176245210728,62.5471463402498,"SLR-like (bridge)",1476566
94.1418,64.2857142857143,"Olympus","uses Smartphone GPS data",78.5714285714286,"2014","4608 x 3456",71.4285714285714,"1/4000 sec","Olympus OM-D E-M10",64.2857142857143,74.1428571428571,396,71.4285714285714,"CMOS",64.5743145743146,699,"Optional",71.9047619047619,74.2857142857143,80,71.4285714285714,"SLR-style mirrorless",448868
88.6666,79.5238095238095,"Olympus",NA,75.8234126984127,"2014",NA,65.7142857142857,"1/2000 sec","Olympus Stylus Tough TG-850 iHS",61.9047619047619,75,218,71.7460317460317,"CMOS",57.1428571428571,249,"None",76.1904761904762,64.2857142857143,76.6666666666667,57.1428571428571,"Compact",197120
88.8182,82.8571428571429,"Fujifilm","via smartphone",85.7142857142857,"2014","4896 x 3264",75.7142857142857,"1/4000 sec","Fujifilm X-T1",32.8571428571429,82.2857142857143,440,75,"CMOS",76.8253968253968,1299,"Optional",78.5714285714286,82.8571428571429,84,76.6233766233766,"SLR-style mirrorless",545670
100,64.1836734693878,"Samsung",NA,67.8571428571429,"2014","4608 x 3456",69.8979591836735,NA,"Samsung WB350F",70.7142857142857,77.6547619047619,276,68.5119047619048,"CMOS",65.3473510616368,259,"None",73.2993197278912,64.7959183673469,78.0714285714286,67.291280148423,"Compact",185250
95,60,"Samsung",NA,67.8571428571429,"2014","4608 x 3456",64.2857142857143,"1/2000 sec","Samsung WB2200F",52.8571428571429,77.6547619047619,708,68.5119047619048,"CMOS",57.1428571428571,449,"None",64.2857142857143,71.4285714285714,72,57.1428571428571,"SLR-like (bridge)",1524390
NA,66.0714285714286,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",55.3571428571429,"1/2000 sec","Nikon Coolpix S6800",62.5,55.3571428571429,145,72.3841698841699,"CMOS",50.0744047619048,219,"None",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",129398
NA,66.0714285714286,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",55.3571428571429,"1/1500 sec","Nikon Coolpix S5300",62.5,55.3571428571429,138,72.3841698841699,"CMOS",50.0744047619048,179,"None",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",118146
20,66.0714285714286,"Nikon",NA,82.5814275814276,"2014","5152 x 3864",55.3571428571429,"1/1500 sec","Nikon Coolpix S3600",62.5,55.3571428571429,125,72.3841698841699,"CCD",50.0744047619048,139,"None",66.9642857142857,67.8571428571429,72,51.7857142857143,"Compact",112520
40,57.1428571428571,"Nikon",NA,82.5814275814276,"2014","4608 x 3456",54.7619047619048,"1/1500 sec","Nikon Coolpix L830",66.6666666666667,53.5714285714286,508,72.3841698841699,"CMOS",59.3650793650794,299,"None",83.3333333333333,73.8095238095238,76.3333333333333,58.3333333333333,"SLR-like (bridge)",760760
82.0454,50,"Nikon","GP-1",64.2857142857143,"2014","6000 x 4000",64.2857142857143,"1/4000 sec","Nikon D3300",68.5714285714286,82,430,67.8571428571429,"CMOS",71.7171717171717,649,"Optional",58.0952380952381,64.2857142857143,77,70.1298701298701,"Compact SLR",923552
NA,64.2857142857143,"Sony",NA,80.7818270165209,"2014","5152 x 3864",42.8571428571429,"2 sec","Sony Cyber-shot DSC-W830",64.2857142857143,78.4691963365433,122,77.3856016432547,"CCD",58.3333333333333,120,"None",64.2857142857143,50,70,64.2857142857143,"Ultracompact",111228
